SYMBOL,E10,E11,E12,E13,E14,E15,E16,P0
Zfp1,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp1003,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED
Zfp1004,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED
Zfp1005,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp1006,ACTIVE,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp1008,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,REFRACTORY,QUIESCENT,QUIESCENT,QUIESCENT
Zfp101,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp105,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED
Zfp106,PRIMED,QUIESCENT,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED
Zfp108,PERMISSIVE_ACTIVE,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp109,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,PERMISSIVE_ACTIVE
Zfp11,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
Zfp110,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Zfp111,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Zfp112,LOW_PRIMED,QUIESCENT,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED
Zfp113,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp114,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Zfp119a,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Zfp119b,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp12,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp120,PRIMED,REFRACTORY,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp128,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Zfp13,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp131,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp133-ps,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp14,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp141,QUIESCENT,REFRACTORY,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Zfp142,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp143,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp146,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE
Zfp148,ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp157,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,POISED,LOW_PRIMED,ACTIVE,ACTIVE
Zfp160,LOW_PRIMED,QUIESCENT,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp169,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp174,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Zfp180,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
Zfp182,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp184,ACTIVE,QUIESCENT,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp185,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Zfp189,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Zfp2,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp202,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp207,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,POISED
Zfp212,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp213,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp217,ACTIVE,ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED
Zfp219,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp229,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp235,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp236,PRIMED,ACTIVE,PRIMED,PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp239,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp24,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
Zfp248,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED
Zfp251,ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp26,ACTIVE,QUIESCENT,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED
Zfp260,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
Zfp263,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp266,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp267,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Zfp268,LOW_PRIMED,REFRACTORY,LOW_PRIMED,LOW_PRIMED,REFRACTORY,LOW_PRIMED,QUIESCENT,REFRACTORY
Zfp27,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp273,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,QUIESCENT,QUIESCENT
Zfp275,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp276,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Zfp277,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp28,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp280b,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED
Zfp280c,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED
Zfp280d,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE
Zfp281,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Zfp282,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp286,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp287,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
Zfp292,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp296,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Zfp3,ACTIVE,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE
Zfp30,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp300,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp316,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp317,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Zfp318,PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp319,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp322a,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE
Zfp324,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE
Zfp326,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE
Zfp329,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,PERMISSIVE_ACTIVE
Zfp330,PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp334,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp335,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp341,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp345,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp346,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp35,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
Zfp352,PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED
Zfp354a,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT,PERMISSIVE_ACTIVE
Zfp354b,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp354c,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Zfp358,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp36,ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT,ACTIVE,ACTIVE,QUIESCENT
Zfp362,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Zfp365,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp366,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp367,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp369,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Zfp36l1,ACTIVE,ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE
Zfp36l2,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED
Zfp37,LOW_PRIMED,QUIESCENT,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE
Zfp382,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
Zfp383,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp384,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp385a,ACTIVE,PERMISSIVE_ACTIVE,POISED,POISED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp385b,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Zfp385c,LOW_PRIMED,QUIESCENT,LOW_PRIMED,REFRACTORY,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED
Zfp386,LOW_PRIMED,QUIESCENT,LOW_PRIMED,ACTIVE,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Zfp389,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT,LOW_PRIMED
Zfp39,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp395,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp397,ACTIVE,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp398,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp40,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,ACTIVE,LOW_PRIMED
Zfp407,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,PRIMED,ACTIVE,PRIMED
Zfp408,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp41,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp410,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE
Zfp414,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp418,QUIESCENT,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT
Zfp42,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp420,QUIESCENT,REFRACTORY,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT
Zfp422,ACTIVE,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp423,ACTIVE,ACTIVE,PRIMED,PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Zfp426,ACTIVE,QUIESCENT,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp428,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp429,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT
Zfp433,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Zfp438,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp442,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Zfp444,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp445,LOW_PRIMED,QUIESCENT,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,LOW_PRIMED,QUIESCENT
Zfp446,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Zfp449,LOW_PRIMED,QUIESCENT,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE
Zfp451,ACTIVE,QUIESCENT,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp454,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Zfp455,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT
Zfp456,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Zfp457,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_ACTIVE
Zfp458,LOW_PRIMED,QUIESCENT,LOW_PRIMED,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Zfp459,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,ACTIVE,QUIESCENT,LOW_PRIMED
Zfp46,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp462,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
Zfp467,PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp469,ACTIVE,LOW_PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED
Zfp472,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Zfp473,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Zfp474,LOW_PRIMED,PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED
Zfp488,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT
Zfp493,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED
Zfp503,PRIMED,LOW_PRIMED,PRIMED,PRIMED,POISED,PRIMED,ACTIVE,LOW_PRIMED
Zfp507,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp51,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
Zfp511,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT
Zfp512,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED
Zfp512b,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Zfp513,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Zfp516,ACTIVE,LOW_PRIMED,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
Zfp518a,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,QUIESCENT,LOW_PRIMED
Zfp518b,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,PRIMED,LOW_PRIMED,LOW_PRIMED
Zfp52,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED
