SYMBOL,E10,E11,E12,E13,E14,E15,E16,P0
Bcl2l10,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED
Bcl2l11,ACTIVE,LOW_PRIMED,PRIMED,LOW_PRIMED,ACTIVE,PRIMED,ACTIVE,LOW_PRIMED
Bcl2l12,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Bcl2l13,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE
Bcl2l14,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bcl2l15,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,PRIMED
Bcl2l2,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bcl3,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
Bcl6,PRIMED,ACTIVE,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
Bcl6b,PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Bcl7a,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bcl7b,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bcl7c,PERMISSIVE_ACTIVE,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bcl9,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE
Bcl9l,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bclaf1,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bclaf3,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bco1,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT
Bco2,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bcor,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
Bcorl1,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE
Bcr,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bcs1l,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bdh1,ACTIVE,LOW_PRIMED,PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Bdh2,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bdkrb1,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bdkrb2,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT
Bdnf,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,POISED
Bdp1,PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PRIMED,PERMISSIVE_ACTIVE,PRIMED,ACTIVE,QUIESCENT
Bean1,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Becn1,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED
Becn2,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
Begain,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,POISED,PRIMED,POISED,PRIMED
Bend3,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bend4,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE
Bend5,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
Bend6,ACTIVE,PERMISSIVE_ACTIVE,PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bend7,ACTIVE,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Best1,PERMISSIVE_ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Best2,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Best3,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bet1,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,ACTIVE,PRIMED
Bet1l,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bex1,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bex2,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bex3,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED
Bex4,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
Bex6,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bfar,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bfsp1,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
Bfsp2,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
Bglap,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bglap2,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bglap3,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bgn,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bhlha15,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Bhlha9,LOW_PRIMED,QUIESCENT,REFRACTORY,REFRACTORY,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED
Bhlhb9,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
Bhlhe22,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,LOW_PRIMED
Bhlhe23,LOW_PRIMED,LOW_PRIMED,REFRACTORY,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED
Bhlhe40,ACTIVE,LOW_PRIMED,POISED,POISED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Bhlhe41,PRIMED,PRIMED,PRIMED,ACTIVE,ACTIVE,PRIMED,ACTIVE,POISED
Bhmt,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bhmt2,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Bicc1,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bicd1,ACTIVE,LOW_PRIMED,ACTIVE,PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bicd2,ACTIVE,ACTIVE,ACTIVE,ACTIVE,POISED,ACTIVE,ACTIVE,ACTIVE
Bicdl1,ACTIVE,LOW_PRIMED,PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Bicdl2,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Bicra,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bicral,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE
Bid,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bik,ACTIVE,LOW_PRIMED,POISED,POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_POISED
Bin1,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,LOW_PRIMED
Bin2,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bin3,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Birc2,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Birc3,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED
Birc5,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Birc6,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,PRIMED,ACTIVE,ACTIVE
Birc7,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
Bivm,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Blcap,PRIMED,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED
Blk,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Blm,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,LOW_PRIMED
Blmh,PRIMED,QUIESCENT,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED
Blnk,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bloc1s1,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bloc1s2,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bloc1s3,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bloc1s4,ACTIVE,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
Bloc1s5,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,LOW_PRIMED
Bloc1s6,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Bloc1s6os,LOW_PRIMED,QUIESCENT,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bloodlinc,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bltp1,POISED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bltp2,ACTIVE,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
Bltp3a,ACTIVE,LOW_PRIMED,ACTIVE,PRIMED,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bltp3b,PERMISSIVE_ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
Blvra,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Blvrb,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Blzf1,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bmal1,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,ACTIVE
Bmal2,ACTIVE,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,POISED,PERMISSIVE_ACTIVE
Bmerb1,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bmf,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bmi1,LOW_PRIMED,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bmp1,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bmp10,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bmp15,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
Bmp2,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
Bmp2k,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE
Bmp3,ACTIVE,LOW_PRIMED,PRIMED,PRIMED,POISED,PRIMED,ACTIVE,LOW_PRIMED
Bmp4,PRIMED,ACTIVE,PRIMED,PRIMED,PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bmp5,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED
Bmp6,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bmp7,PRIMED,ACTIVE,PRIMED,PRIMED,POISED,PRIMED,ACTIVE,POISED
Bmp8a,ACTIVE,PERMISSIVE_ACTIVE,POISED,POISED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bmp8b,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bmper,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
Bmpr1a,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bmpr1b,ACTIVE,LOW_PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bmpr2,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bms1,POISED,PERMISSIVE_ACTIVE,LOW_PRIMED,PRIMED,PERMISSIVE_ACTIVE,PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Bmt2,PRIMED,ACTIVE,ACTIVE,ACTIVE,PRIMED,LOW_PRIMED,ACTIVE,ACTIVE
Bmx,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,REFRACTORY,LOW_PRIMED,PERMISSIVE_POISED
Bmyc,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bnc1,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bnc2,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
Bnip1,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bnip2,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bnip3,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bnip3l,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bnip5,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Bnipl,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Boc,ACTIVE,PERMISSIVE_POISED,ACTIVE,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
Bod1,ACTIVE,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,ACTIVE,LOW_PRIMED
Bod1l,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED
Bok,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE
Bola1,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED,ACTIVE
Bola2,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE
Bola3,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,POISED,PERMISSIVE_ACTIVE,LOW_PRIMED
Boll,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED
Bop1,ACTIVE,QUIESCENT,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
Bora,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,ACTIVE,QUIESCENT,PERMISSIVE_POISED
Borcs5,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Borcs6,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Borcs7,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Borcs8,ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Bpgm,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bphl,ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE
Bpi,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bpifa1,LOW_PRIMED,N/A,N/A,LOW_PRIMED,PRIMED,PRIMED,QUIESCENT,QUIESCENT
Bpifa2,PRIMED,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,QUIESCENT,QUIESCENT
Bpifa3,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PRIMED
Bpifa5,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,N/A,N/A,QUIESCENT,QUIESCENT
Bpifa6,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PRIMED
Bpifb1,LOW_PRIMED,N/A,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bpifb2,LOW_PRIMED,N/A,N/A,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,N/A
Bpifb3,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Bpifb4,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
Bpifb5,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
Bpifb6,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,N/A
Bpifb9a,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bpifb9b,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
Bpifc,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,QUIESCENT,LOW_PRIMED
Bpnt1,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Bpnt2,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
Bptf,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
Braf,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE
Brap,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Brat1,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
Brca1,PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE
Brca2,ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
Brcc3,QUIESCENT,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
Brcc3dc,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
